Storage System, MDisk, Time, Interval (s), Pool, RAID Level, Class, Back-end Read I/O Rate (ops/s), Back-end Write I/O Rate (ops/s), Total Back-end I/O Rate (ops/s), Back-end Read Data Rate (MiB/s), Back-end Write Data Rate (MiB/s), Total Back-end Data Rate (MiB/s), Back-end Read Response Time (ms/op), Back-end Write Response Time (ms/op), Overall Back-end Response Time (ms/op), Back-end Read Queue Time (ms/op), Back-end Write Queue Time (ms/op), Overall Back-end Queue Time (ms/op), Back-end Read Transfer Size (KiB/op), Back-end Write Transfer Size (KiB/op), Overall Back-end Transfer Size (KiB/op), Peak Back-end Write Response Time (ms), Peak Back-end Read Response Time (ms), Peak Back-end Read Queue Time (ms), Peak Back-end Write Queue Time (ms), Destage Target I/O (cnt), Destage In-flight I/O (cnt) 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B16, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 99.38, 37.86, 137.23, 5.32, 1.17, 6.49, 2.425, 0.316, 1.843, 0.198, 0.024, 0.15, 54.845, 31.539, 48.416, 2.111, 356.763, 0.058, 1.137, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B17, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 120.72, 64.54, 185.26, 6.51, 3.73, 10.25, 1.564, 0.382, 1.152, 0.067, 0.024, 0.052, 55.253, 59.205, 56.63, 8.848, 351.298, 0.04, 0.091, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B18, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 101.92, 57.91, 159.84, 5.51, 4.08, 9.59, 1.932, 0.419, 1.384, 0.148, 0.023, 0.103, 55.346, 72.21, 61.456, 8.767, 293.344, 0.072, 0.221, 13.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_0000, 5/2/18 12:59 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 204.53, 130.03, 334.56, 4.12, 3.24, 7.35, 0.616, 0.32, 0.501, 0.038, 0.023, 0.032, 20.607, 25.498, 22.508, 9.839, 32.135, 0.015, 0.031, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_0100, 5/2/18 12:59 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 183.41, 166.8, 350.21, 3.53, 3.79, 7.31, 0.513, 0.308, 0.415, 0.027, 0.021, 0.024, 19.687, 23.247, 21.382, 21.497, 52.146, 0.035, 0.637, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_0001, 5/2/18 12:59 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 162.91, 146.72, 309.62, 2.43, 5.0, 7.43, 0.615, 0.34, 0.485, 0.039, 0.022, 0.031, 15.302, 34.88, 24.579, 7.508, 35.287, 0.031, 0.055, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_0002, 5/2/18 12:59 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 211.81, 112.39, 324.2, 4.57, 3.8, 8.38, 0.619, 0.325, 0.517, 0.022, 0.021, 0.021, 22.113, 34.636, 26.454, 16.677, 61.877, 0.147, 0.793, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_0101, 5/2/18 12:59 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 189.38, 156.44, 345.82, 3.64, 4.82, 8.46, 0.646, 0.314, 0.496, 0.026, 0.025, 0.026, 19.674, 31.55, 25.047, 10.882, 47.706, 0.057, 0.212, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_0102, 5/2/18 12:59 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 122.96, 90.79, 213.75, 1.69, 1.64, 3.33, 0.689, 0.288, 0.519, 0.022, 0.024, 0.023, 14.072, 18.458, 15.935, 10.054, 74.622, 0.085, 0.094, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0200, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 1148.9, 71.21, 1220.11, 21.18, 1.63, 22.81, 2.002, 0.343, 1.905, 0.092, 0.033, 0.089, 18.878, 23.482, 19.147, 6.638, 141.819, 0.027, 4.103, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0201, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 979.15, 65.19, 1044.34, 18.85, 3.9, 22.75, 1.806, 0.431, 1.72, 0.044, 0.031, 0.043, 19.713, 61.335, 22.311, 7.691, 332.511, 0.16, 0.051, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0400, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 651.6, 57.91, 709.51, 16.27, 1.09, 17.36, 2.741, 0.327, 2.544, 0.562, 0.028, 0.519, 25.573, 19.306, 25.062, 21.272, 175.699, 2.931, 15.781, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0401, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 791.87, 55.48, 847.36, 19.53, 0.98, 20.51, 2.07, 0.337, 1.957, 1.416, 0.039, 1.326, 25.25, 18.089, 24.782, 11.979, 164.383, 29.099, 65.428, 12.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_C_0600, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_C_TP, Unknown, Unknown, 164.28, 46.17, 210.45, 1.46, 1.72, 3.18, 1.147, 0.375, 0.978, 0.03, 0.022, 0.029, 9.127, 38.125, 15.489, 4.579, 99.082, 0.037, 0.083, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_C_0601, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_C_TP, Unknown, Unknown, 217.96, 49.54, 267.5, 1.91, 3.17, 5.07, 1.009, 0.464, 0.908, 0.029, 0.022, 0.028, 8.964, 65.441, 19.424, 29.005, 126.261, 0.046, 0.091, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0003, 5/2/18 12:59 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 165.39, 76.76, 242.15, 2.8, 1.81, 4.61, 0.812, 0.313, 0.654, 0.026, 0.027, 0.026, 17.348, 24.165, 19.509, 12.981, 53.72, 0.033, 1.086, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0004, 5/2/18 12:59 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 165.21, 101.62, 266.83, 2.3, 1.33, 3.63, 0.563, 0.295, 0.461, 0.041, 0.027, 0.036, 14.276, 13.401, 13.943, 14.584, 70.139, 0.089, 0.18, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0005, 5/2/18 12:59 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 137.18, 71.29, 208.46, 1.75, 1.36, 3.11, 0.749, 0.296, 0.594, 0.027, 0.026, 0.026, 13.063, 19.532, 15.275, 11.404, 62.518, 0.025, 1.428, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0103, 5/2/18 12:59 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 162.7, 101.15, 263.85, 2.34, 1.88, 4.22, 0.783, 0.315, 0.604, 0.197, 0.027, 0.132, 14.712, 19.03, 16.367, 9.106, 59.125, 0.057, 2.028, 12.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0104, 5/2/18 12:59 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 237.98, 100.39, 338.36, 3.52, 1.82, 5.34, 0.572, 0.311, 0.495, 0.024, 0.024, 0.024, 15.132, 18.599, 16.161, 13.351, 192.688, 0.117, 0.033, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0105, 5/2/18 12:59 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 172.51, 81.95, 254.46, 2.83, 2.07, 4.9, 0.75, 0.32, 0.612, 0.023, 0.023, 0.023, 16.769, 25.899, 19.709, 15.608, 89.518, 0.015, 0.067, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0202, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 779.72, 53.34, 833.06, 18.53, 1.91, 20.44, 2.092, 0.381, 1.983, 0.099, 0.027, 0.094, 24.335, 36.667, 25.125, 10.93, 130.429, 4.879, 0.22, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0203, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 1024.89, 37.73, 1062.62, 20.35, 0.83, 21.18, 2.084, 0.318, 2.021, 0.103, 0.032, 0.1, 20.33, 22.6, 20.411, 21.086, 337.067, 0.066, 0.042, 17.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0204, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 838.89, 51.59, 890.48, 19.74, 1.36, 21.1, 2.407, 0.362, 2.289, 0.096, 0.032, 0.092, 24.091, 27.002, 24.26, 16.724, 187.495, 15.461, 0.119, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0205, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 1317.27, 40.78, 1358.05, 23.98, 0.92, 24.9, 1.656, 0.336, 1.617, 0.076, 0.029, 0.075, 18.642, 23.173, 18.778, 21.513, 106.938, 0.079, 2.163, 13.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0206, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 778.11, 49.34, 827.45, 19.28, 0.81, 20.09, 2.545, 0.312, 2.412, 0.098, 0.03, 0.094, 25.378, 16.708, 24.861, 6.734, 121.211, 0.046, 0.039, 13.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0300, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 745.18, 66.51, 811.69, 16.43, 2.65, 19.09, 2.037, 0.39, 1.902, 0.105, 0.034, 0.099, 22.582, 40.861, 24.08, 20.141, 187.653, 0.069, 0.424, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0301, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 779.26, 52.94, 832.2, 16.41, 1.36, 17.77, 1.777, 0.356, 1.687, 0.044, 0.026, 0.043, 21.569, 26.248, 21.867, 14.884, 524.68, 0.033, 0.04, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0302, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 1068.58, 55.26, 1123.85, 20.51, 1.84, 22.34, 1.678, 0.369, 1.614, 0.088, 0.027, 0.085, 19.651, 34.044, 20.358, 11.156, 164.151, 0.098, 0.232, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0303, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 1029.84, 67.51, 1097.35, 21.19, 2.22, 23.41, 1.638, 0.371, 1.56, 0.056, 0.025, 0.054, 21.065, 33.7, 21.842, 10.124, 375.668, 0.026, 1.216, 17.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0304, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 942.73, 39.15, 981.88, 18.47, 1.03, 19.5, 1.633, 0.359, 1.583, 0.032, 0.03, 0.032, 20.066, 26.957, 20.341, 16.632, 139.29, 0.055, 1.283, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0305, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 933.11, 83.73, 1016.84, 19.08, 4.54, 23.62, 1.81, 0.451, 1.698, 0.061, 0.034, 0.058, 20.942, 55.495, 23.787, 32.879, 349.673, 0.03, 0.037, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0306, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 769.96, 62.12, 832.07, 14.99, 2.13, 17.12, 1.88, 0.395, 1.769, 0.126, 0.031, 0.119, 19.935, 35.103, 21.068, 10.321, 244.015, 0.066, 0.405, 14.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0207, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 747.93, 83.03, 830.96, 15.85, 3.78, 19.63, 2.675, 0.372, 2.445, 0.144, 0.032, 0.133, 21.699, 46.647, 24.192, 9.017, 134.308, 0.021, 11.317, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0208, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 749.44, 50.05, 799.49, 18.55, 2.09, 20.64, 2.306, 0.369, 2.184, 0.045, 0.028, 0.044, 25.342, 42.764, 26.433, 7.831, 135.057, 0.042, 0.531, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0209, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 1668.06, 119.37, 1787.43, 27.76, 6.98, 34.74, 1.481, 0.443, 1.412, 0.046, 0.025, 0.044, 17.039, 59.916, 19.903, 50.488, 177.585, 0.025, 0.104, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_020a, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 1296.66, 92.66, 1389.32, 28.99, 3.67, 32.66, 2.282, 0.353, 2.153, 0.171, 0.026, 0.161, 22.895, 40.553, 24.073, 11.318, 147.311, 0.019, 0.757, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_020b, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 878.04, 88.55, 966.58, 21.84, 3.85, 25.69, 2.143, 0.402, 1.984, 0.053, 0.026, 0.05, 25.469, 44.515, 27.213, 8.504, 123.264, 0.056, 0.81, 20.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0307, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 907.49, 81.29, 988.78, 17.16, 1.64, 18.8, 1.892, 0.301, 1.761, 0.093, 0.026, 0.087, 19.36, 20.67, 19.468, 10.74, 156.213, 0.051, 0.092, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0308, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 717.41, 65.67, 783.07, 16.81, 3.66, 20.47, 1.956, 0.445, 1.829, 0.048, 0.032, 0.047, 23.988, 57.063, 26.761, 11.988, 178.168, 0.037, 0.053, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0309, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 718.69, 70.94, 789.63, 15.89, 1.57, 17.46, 1.842, 0.323, 1.705, 0.149, 0.027, 0.138, 22.637, 22.622, 22.636, 8.098, 183.377, 42.839, 0.021, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_030a, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 916.92, 53.07, 969.99, 19.24, 1.02, 20.26, 1.771, 0.315, 1.691, 0.04, 0.03, 0.04, 21.49, 19.706, 21.393, 8.659, 116.236, 0.13, 0.033, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_030b, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 953.17, 29.41, 982.58, 18.32, 0.81, 19.13, 1.299, 0.338, 1.27, 0.03, 0.032, 0.03, 19.679, 28.371, 19.939, 7.149, 119.885, 0.0090, 0.406, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0402, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 695.9, 63.35, 759.25, 19.18, 0.95, 20.13, 2.345, 0.314, 2.176, 0.674, 0.027, 0.62, 28.226, 15.32, 27.15, 8.824, 137.011, 0.036, 0.241, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0403, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 1096.46, 100.42, 1196.88, 34.16, 1.97, 36.13, 1.937, 0.328, 1.802, 1.658, 0.032, 1.521, 31.904, 20.069, 30.911, 12.634, 127.976, 67.822, 93.902, 18.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0404, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 1208.96, 74.69, 1283.65, 22.76, 0.88, 23.64, 1.866, 0.322, 1.776, 0.906, 0.037, 0.855, 19.282, 12.025, 18.86, 17.885, 229.668, 4.383, 43.949, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0405, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 760.18, 48.05, 808.24, 21.86, 1.14, 22.99, 1.956, 0.351, 1.861, 2.197, 0.027, 2.068, 29.441, 24.25, 29.132, 11.219, 88.042, 100.548, 19.018, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0406, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 600.28, 72.57, 672.85, 17.52, 2.08, 19.6, 3.02, 0.339, 2.731, 2.129, 0.039, 1.904, 29.887, 29.351, 29.829, 17.296, 228.965, 13.594, 0.891, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0500, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 1118.87, 48.53, 1167.4, 37.89, 1.27, 39.15, 2.106, 0.355, 2.033, 2.095, 0.054, 2.01, 34.675, 26.729, 34.345, 12.353, 127.605, 41.784, 88.278, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0501, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 948.44, 48.63, 997.07, 30.95, 1.05, 32.0, 1.531, 0.338, 1.473, 1.589, 0.041, 1.514, 33.414, 22.15, 32.864, 11.825, 114.279, 84.796, 61.93, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0502, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 819.87, 67.0, 886.87, 25.15, 2.1, 27.25, 1.511, 0.377, 1.426, 0.096, 0.03, 0.091, 31.413, 32.154, 31.469, 13.909, 210.893, 0.072, 1.452, 13.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0503, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 991.78, 41.6, 1033.38, 31.89, 1.24, 33.14, 1.899, 0.371, 1.837, 2.534, 0.03, 2.434, 32.931, 30.546, 32.835, 14.992, 195.772, 131.756, 0.041, 17.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0504, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 579.88, 60.15, 640.03, 17.44, 1.23, 18.67, 2.418, 0.308, 2.22, 2.453, 0.026, 2.225, 30.795, 20.976, 29.872, 61.525, 123.851, 0.029, 0.04, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0505, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 1255.58, 33.81, 1289.38, 33.87, 1.26, 35.13, 1.272, 0.381, 1.248, 0.901, 0.038, 0.878, 27.624, 38.257, 27.903, 8.485, 261.748, 0.033, 12.977, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0506, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 845.52, 48.41, 893.92, 29.49, 2.22, 31.71, 1.502, 0.398, 1.442, 1.369, 0.032, 1.297, 35.711, 47.053, 36.326, 21.385, 113.892, 24.744, 33.163, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0407, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 870.75, 35.49, 906.24, 25.12, 0.89, 26.02, 1.597, 0.354, 1.548, 0.658, 0.03, 0.634, 29.546, 25.795, 29.4, 276.217, 225.435, 9.345, 28.661, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0408, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 756.72, 43.94, 800.66, 29.3, 0.98, 30.27, 1.337, 0.34, 1.282, 0.204, 0.028, 0.195, 39.644, 22.73, 38.716, 9.426, 89.407, 0.055, 0.105, 17.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0409, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 1379.78, 86.47, 1466.25, 43.71, 1.18, 44.89, 1.439, 0.343, 1.374, 1.674, 0.054, 1.578, 32.44, 13.991, 31.352, 20.294, 241.909, 39.087, 106.699, 20.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_040a, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 812.77, 48.54, 861.31, 27.39, 1.21, 28.6, 2.474, 0.342, 2.354, 2.44, 0.03, 2.304, 34.511, 25.558, 34.006, 11.334, 155.736, 72.681, 32.446, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_040b, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 555.18, 35.6, 590.78, 24.14, 0.87, 25.0, 2.058, 0.326, 1.954, 1.476, 0.027, 1.388, 44.518, 24.884, 43.334, 13.736, 153.067, 0.021, 0.069, 20.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0507, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 548.31, 43.29, 591.6, 13.08, 1.25, 14.33, 2.173, 0.349, 2.04, 0.581, 0.023, 0.54, 24.435, 29.467, 24.803, 11.35, 204.707, 0.029, 0.993, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0508, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 870.83, 37.11, 907.94, 25.35, 1.03, 26.38, 1.627, 0.331, 1.574, 0.922, 0.022, 0.885, 29.811, 28.385, 29.753, 11.99, 152.936, 66.118, 0.046, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0509, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 757.63, 40.37, 798.0, 22.94, 1.12, 24.05, 2.331, 0.357, 2.231, 0.639, 0.024, 0.608, 31.001, 28.32, 30.865, 27.762, 148.86, 0.02, 0.093, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_050a, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 512.96, 61.17, 574.12, 13.94, 0.97, 14.91, 2.761, 0.331, 2.502, 2.709, 0.051, 2.426, 27.826, 16.221, 26.589, 11.239, 153.687, 22.405, 88.287, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0000, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 64.54, 64.26, 128.81, 1.13, 2.52, 3.64, 0.823, 0.352, 0.588, 0.02, 0.023, 0.021, 17.855, 40.115, 28.961, 11.515, 97.888, 0.025, 0.073, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0001, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 118.11, 55.21, 173.33, 1.71, 2.73, 4.44, 0.863, 0.355, 0.701, 0.261, 0.022, 0.185, 14.809, 50.657, 26.229, 4.99, 145.016, 0.02, 0.541, 13.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0002, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 59.19, 48.56, 107.75, 1.15, 2.42, 3.57, 1.358, 0.364, 0.91, 0.026, 0.023, 0.024, 19.808, 51.057, 33.89, 6.969, 175.24, 0.045, 0.646, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0003, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 45.52, 41.58, 87.1, 1.14, 1.19, 2.32, 2.011, 0.292, 1.191, 0.024, 0.019, 0.022, 25.566, 29.206, 27.304, 7.452, 513.42, 0.084, 0.026, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0004, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 46.52, 44.74, 91.26, 1.13, 1.2, 2.33, 1.446, 0.288, 0.878, 0.028, 0.019, 0.024, 24.78, 27.529, 26.128, 10.532, 237.393, 0.034, 0.039, 17.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0005, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 38.42, 52.75, 91.17, 0.88, 1.54, 2.42, 1.496, 0.295, 0.801, 0.018, 0.018, 0.018, 23.402, 29.873, 27.146, 5.363, 100.095, 0.022, 0.165, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0006, 5/2/18 12:59 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 33.75, 32.3, 66.05, 0.62, 0.83, 1.44, 1.991, 0.346, 1.187, 0.021, 0.023, 0.022, 18.698, 26.225, 22.378, 284.154, 76.762, 0.031, 0.48, 19.0, 1.0 
