Storage System, MDisk, Time, Interval (s), Pool, RAID Level, Class, Back-end Read I/O Rate (ops/s), Back-end Write I/O Rate (ops/s), Total Back-end I/O Rate (ops/s), Back-end Read Data Rate (MiB/s), Back-end Write Data Rate (MiB/s), Total Back-end Data Rate (MiB/s), Back-end Read Response Time (ms/op), Back-end Write Response Time (ms/op), Overall Back-end Response Time (ms/op), Back-end Read Queue Time (ms/op), Back-end Write Queue Time (ms/op), Overall Back-end Queue Time (ms/op), Back-end Read Transfer Size (KiB/op), Back-end Write Transfer Size (KiB/op), Overall Back-end Transfer Size (KiB/op), Peak Back-end Write Response Time (ms), Peak Back-end Read Response Time (ms), Peak Back-end Read Queue Time (ms), Peak Back-end Write Queue Time (ms), Destage Target I/O (cnt), Destage In-flight I/O (cnt) 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier1_A07, 5/2/18 12:14 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 1019.98, 90.12, 1110.1, 22.71, 2.37, 25.08, 1.471, 0.313, 1.377, 0.049, 0.023, 0.047, 22.801, 26.931, 23.136, 6.791, 506.3, 0.046, 0.432, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier1_A08, 5/2/18 12:14 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 1091.39, 97.43, 1188.83, 15.87, 2.62, 18.49, 0.642, 0.301, 0.614, 0.023, 0.022, 0.023, 14.887, 27.527, 15.923, 13.898, 505.884, 0.07, 0.781, 14.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier1_A09, 5/2/18 12:14 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 770.2, 156.35, 926.55, 15.26, 4.41, 19.67, 1.289, 0.3, 1.122, 0.046, 0.022, 0.042, 20.289, 28.863, 21.736, 10.117, 214.746, 0.02, 0.488, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier1_A10, 5/2/18 12:14 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 1684.23, 148.93, 1833.16, 42.51, 3.64, 46.15, 1.428, 0.3, 1.336, 0.038, 0.022, 0.036, 25.846, 25.002, 25.777, 18.65, 263.838, 0.045, 3.017, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier1_A11, 5/2/18 12:14 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 1327.89, 89.34, 1417.23, 25.46, 2.2, 27.66, 1.182, 0.311, 1.127, 0.04, 0.023, 0.039, 19.632, 25.249, 19.986, 21.503, 447.257, 0.225, 2.729, 17.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier1_A12, 5/2/18 12:14 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 1503.41, 116.95, 1620.36, 27.24, 2.41, 29.65, 1.048, 0.29, 0.993, 0.035, 0.024, 0.034, 18.555, 21.087, 18.737, 13.752, 180.005, 0.027, 5.866, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A01, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 69.37, 29.94, 99.32, 1.14, 0.76, 1.9, 2.388, 0.33, 1.768, 0.44, 0.025, 0.315, 16.889, 25.901, 19.606, 40.005, 78.529, 0.065, 0.305, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A02, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 108.97, 27.03, 136.01, 2.15, 1.82, 3.97, 2.154, 0.457, 1.816, 0.459, 0.027, 0.373, 20.234, 68.961, 29.919, 12.344, 79.585, 0.049, 0.223, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A03, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 146.0, 45.34, 191.34, 2.66, 3.1, 5.77, 3.291, 0.465, 2.622, 1.435, 0.028, 1.102, 18.675, 70.115, 30.864, 13.584, 71.145, 0.037, 0.303, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A04, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 110.0, 25.91, 135.92, 1.96, 1.65, 3.61, 2.39, 0.481, 2.026, 0.989, 0.029, 0.806, 18.255, 65.266, 27.217, 6.694, 80.168, 0.024, 0.507, 12.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A05, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 171.05, 46.75, 217.8, 2.19, 2.0, 4.19, 1.917, 0.377, 1.586, 3.254, 0.025, 2.561, 13.081, 43.866, 19.689, 49.136, 104.475, 0.021, 5.713, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A06, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 78.18, 54.43, 132.62, 1.34, 4.95, 6.29, 2.202, 0.494, 1.501, 0.356, 0.02, 0.218, 17.573, 93.101, 48.573, 5.381, 141.827, 0.326, 1.42, 18.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A07, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 105.18, 52.56, 157.74, 2.34, 2.02, 4.36, 1.841, 0.365, 1.349, 0.106, 0.022, 0.078, 22.796, 39.417, 28.334, 4.7, 68.622, 0.055, 0.062, 20.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A08, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 234.52, 40.92, 275.44, 6.11, 2.14, 8.25, 3.439, 0.418, 2.991, 1.36, 0.026, 1.162, 26.681, 53.537, 30.671, 27.178, 150.463, 0.031, 0.338, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A09, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 39.8, 39.2, 78.99, 0.49, 1.07, 1.56, 1.992, 0.332, 1.168, 0.031, 0.024, 0.027, 12.549, 28.083, 20.257, 5.95, 50.986, 0.02, 0.572, 20.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A10, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 144.68, 30.71, 175.38, 3.78, 3.06, 6.84, 3.832, 0.531, 3.254, 1.541, 0.027, 1.276, 26.733, 102.142, 39.935, 9.495, 65.147, 1.438, 1.701, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A11, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 219.98, 80.46, 300.43, 3.14, 6.47, 9.61, 2.579, 0.467, 2.013, 2.677, 0.027, 1.967, 14.637, 82.321, 32.763, 23.852, 168.15, 0.069, 0.033, 17.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A12, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 275.05, 47.23, 322.28, 7.44, 3.62, 11.07, 2.552, 0.473, 2.248, 0.721, 0.025, 0.619, 27.714, 78.525, 35.16, 18.786, 174.142, 8.407, 1.031, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B01, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 108.13, 88.72, 196.85, 5.33, 4.29, 9.61, 1.484, 0.358, 0.976, 0.044, 0.02, 0.033, 50.435, 49.475, 50.002, 13.51, 103.436, 0.177, 1.114, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B02, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 123.58, 103.54, 227.12, 5.72, 3.78, 9.5, 1.717, 0.321, 1.081, 0.036, 0.019, 0.028, 47.423, 37.379, 42.844, 7.855, 170.375, 0.02, 0.469, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B03, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 109.53, 70.88, 180.4, 5.08, 3.02, 8.09, 1.589, 0.347, 1.101, 0.033, 0.024, 0.029, 47.481, 43.575, 45.947, 10.035, 68.415, 0.035, 0.213, 18.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B04, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 103.4, 69.66, 173.06, 4.12, 4.71, 8.83, 1.808, 0.411, 1.246, 0.131, 0.024, 0.088, 40.773, 69.258, 52.238, 2.124, 158.732, 2.802, 0.84, 14.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B05, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 80.69, 80.12, 160.81, 2.87, 4.65, 7.51, 1.554, 0.381, 0.969, 0.487, 0.023, 0.256, 36.38, 59.383, 47.84, 21.683, 47.113, 0.058, 0.541, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B06, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 108.12, 75.54, 183.66, 5.54, 4.72, 10.26, 1.916, 0.397, 1.291, 0.073, 0.024, 0.053, 52.473, 63.941, 57.19, 8.099, 112.688, 0.041, 0.074, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B07, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 90.41, 67.33, 157.74, 4.33, 3.0, 7.33, 1.656, 0.356, 1.101, 0.064, 0.024, 0.047, 49.044, 45.665, 47.602, 4.793, 167.279, 0.024, 1.217, 13.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B08, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 86.18, 89.68, 175.87, 3.93, 3.67, 7.6, 1.562, 0.344, 0.941, 0.035, 0.02, 0.028, 46.754, 41.881, 44.269, 2.328, 81.818, 0.093, 0.403, 17.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_0206, 5/2/18 12:14 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 1064.31, 148.61, 1212.92, 25.77, 3.06, 28.83, 1.749, 0.29, 1.57, 0.054, 0.022, 0.05, 24.794, 21.066, 24.337, 114.892, 239.614, 0.046, 0.764, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_0207, 5/2/18 12:14 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 1102.84, 169.48, 1272.32, 20.1, 4.65, 24.75, 1.224, 0.327, 1.104, 0.04, 0.025, 0.038, 18.667, 28.073, 19.92, 31.539, 324.259, 0.026, 2.929, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_0306, 5/2/18 12:14 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 775.26, 106.9, 882.17, 18.04, 2.61, 20.65, 1.581, 0.303, 1.426, 0.055, 0.025, 0.052, 23.834, 24.971, 23.972, 13.447, 509.583, 0.099, 4.232, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_0307, 5/2/18 12:14 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 1831.92, 134.27, 1966.19, 36.76, 2.8, 39.57, 0.854, 0.292, 0.816, 0.03, 0.025, 0.03, 20.55, 21.387, 20.607, 20.884, 507.292, 0.137, 0.185, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A13, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 179.61, 47.32, 226.94, 3.05, 2.77, 5.82, 1.618, 0.412, 1.367, 0.052, 0.025, 0.046, 17.404, 59.973, 26.281, 21.825, 285.546, 0.028, 0.955, 17.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A14, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 114.4, 52.13, 166.52, 1.42, 2.45, 3.88, 2.061, 0.414, 1.545, 0.549, 0.026, 0.386, 12.723, 48.204, 23.829, 13.073, 101.012, 0.034, 0.166, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B11, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 106.48, 49.58, 156.06, 5.42, 2.43, 7.84, 1.694, 0.362, 1.271, 0.045, 0.021, 0.037, 52.075, 50.136, 51.459, 10.657, 75.556, 0.046, 0.404, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B12, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 131.57, 62.66, 194.23, 7.34, 2.42, 9.76, 1.441, 0.334, 1.084, 0.021, 0.02, 0.021, 57.119, 39.606, 51.469, 26.194, 96.984, 0.023, 0.059, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B13, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 139.23, 62.42, 201.65, 8.14, 3.43, 11.57, 1.694, 0.382, 1.288, 0.103, 0.021, 0.078, 59.869, 56.318, 58.769, 15.7, 85.866, 0.017, 0.311, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B14, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 134.75, 65.74, 200.49, 8.06, 3.49, 11.55, 1.518, 0.371, 1.142, 0.079, 0.024, 0.061, 61.233, 54.39, 58.99, 9.064, 174.816, 0.249, 0.253, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B15, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 168.42, 90.54, 258.96, 11.05, 6.05, 17.09, 1.652, 0.414, 1.219, 0.24, 0.023, 0.164, 67.164, 68.388, 67.592, 15.82, 346.389, 0.127, 0.284, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B16, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 170.36, 60.88, 231.24, 9.59, 4.13, 13.71, 1.978, 0.404, 1.564, 0.125, 0.025, 0.098, 57.621, 69.408, 60.724, 7.682, 171.699, 0.051, 0.182, 17.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B17, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 113.17, 64.27, 177.44, 5.61, 3.38, 8.99, 1.993, 0.373, 1.406, 0.027, 0.025, 0.026, 50.795, 53.806, 51.886, 18.958, 351.847, 0.109, 0.851, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_B18, 5/2/18 12:14 PM, 900, Tier15_CS2DS8870B_B_TP, raid5, Unknown, 115.99, 62.7, 178.69, 5.94, 3.59, 9.53, 2.053, 0.389, 1.469, 0.606, 0.024, 0.402, 52.45, 58.611, 54.612, 26.724, 169.146, 0.089, 11.483, 17.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_0000, 5/2/18 12:29 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 190.73, 117.37, 308.1, 5.21, 4.6, 9.8, 0.638, 0.337, 0.523, 0.027, 0.022, 0.025, 27.95, 40.125, 32.588, 12.025, 73.406, 0.235, 0.013, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_0100, 5/2/18 12:29 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 159.0, 138.74, 297.74, 2.93, 2.86, 5.79, 0.506, 0.285, 0.403, 0.032, 0.021, 0.027, 18.862, 21.127, 19.917, 22.828, 44.295, 0.062, 0.532, 14.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_0001, 5/2/18 12:29 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 141.22, 113.59, 254.81, 2.03, 3.35, 5.37, 0.651, 0.32, 0.503, 0.027, 0.025, 0.026, 14.703, 30.162, 21.594, 35.19, 49.928, 0.03, 0.071, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_0002, 5/2/18 12:29 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 209.6, 101.93, 311.53, 5.15, 2.81, 7.96, 0.655, 0.308, 0.541, 0.024, 0.024, 0.024, 25.165, 28.202, 26.159, 6.196, 172.071, 0.105, 0.225, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_0101, 5/2/18 12:29 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 169.65, 100.43, 270.08, 3.16, 1.95, 5.11, 0.541, 0.277, 0.443, 0.028, 0.024, 0.027, 19.093, 19.894, 19.391, 6.687, 155.766, 0.021, 4.913, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_0102, 5/2/18 12:29 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 95.21, 71.28, 166.49, 1.03, 1.18, 2.21, 0.707, 0.285, 0.526, 0.024, 0.025, 0.024, 11.108, 16.886, 13.582, 6.865, 86.816, 0.044, 1.642, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0200, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 618.06, 65.4, 683.46, 11.77, 2.56, 14.33, 1.186, 0.379, 1.109, 0.062, 0.033, 0.06, 19.499, 40.034, 21.464, 5.204, 426.833, 0.042, 5.899, 17.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0201, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 575.3, 55.28, 630.58, 10.98, 1.75, 12.73, 1.156, 0.346, 1.085, 0.032, 0.029, 0.032, 19.537, 32.419, 20.666, 9.966, 126.259, 0.154, 2.354, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0400, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 450.99, 73.24, 524.23, 11.78, 1.61, 13.39, 2.402, 0.321, 2.111, 0.397, 0.023, 0.345, 26.753, 22.474, 26.156, 6.595, 262.593, 0.075, 24.213, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0401, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 502.39, 71.15, 573.54, 14.08, 1.69, 15.78, 2.855, 0.328, 2.542, 2.524, 0.076, 2.221, 28.707, 24.369, 28.169, 30.196, 159.835, 77.883, 94.348, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_C_0600, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_C_TP, Unknown, Unknown, 132.0, 41.17, 173.16, 1.14, 1.17, 2.31, 1.662, 0.346, 1.349, 0.42, 0.023, 0.326, 8.848, 29.064, 13.654, 20.142, 169.976, 0.022, 2.372, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_C_0601, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_C_TP, Unknown, Unknown, 208.78, 36.7, 245.48, 2.41, 1.21, 3.63, 1.447, 0.375, 1.286, 0.101, 0.024, 0.089, 11.842, 33.777, 15.122, 5.167, 173.322, 0.126, 0.493, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0003, 5/2/18 12:29 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 144.02, 67.28, 211.3, 3.98, 3.65, 7.63, 0.815, 0.391, 0.68, 0.023, 0.026, 0.024, 28.324, 55.498, 36.977, 19.187, 165.995, 0.035, 5.64, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0004, 5/2/18 12:29 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 214.66, 82.04, 296.7, 3.5, 1.18, 4.67, 0.534, 0.279, 0.464, 0.027, 0.027, 0.027, 16.677, 14.687, 16.127, 11.712, 72.104, 0.104, 4.786, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0005, 5/2/18 12:29 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 120.81, 65.14, 185.95, 1.85, 1.87, 3.72, 0.816, 0.325, 0.644, 0.066, 0.025, 0.052, 15.639, 29.452, 20.477, 28.01, 195.579, 0.05, 0.993, 14.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0103, 5/2/18 12:29 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 146.35, 80.98, 227.33, 2.11, 1.5, 3.61, 0.854, 0.295, 0.655, 0.033, 0.026, 0.031, 14.783, 18.955, 16.269, 10.079, 46.764, 0.063, 1.116, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0104, 5/2/18 12:29 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 188.82, 86.3, 275.12, 2.52, 1.19, 3.71, 0.689, 0.281, 0.561, 0.027, 0.024, 0.026, 13.665, 14.12, 13.808, 9.648, 134.471, 0.105, 3.959, 14.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0105, 5/2/18 12:29 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 128.27, 76.14, 204.41, 1.84, 1.45, 3.29, 0.785, 0.292, 0.601, 0.025, 0.023, 0.024, 14.65, 19.547, 16.474, 19.686, 74.265, 0.012, 0.343, 14.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0202, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 438.88, 46.64, 485.52, 10.98, 1.69, 12.67, 1.795, 0.362, 1.658, 2.08, 0.04, 1.884, 25.614, 37.166, 26.724, 22.075, 125.978, 221.659, 193.412, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0203, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 661.89, 42.54, 704.43, 14.06, 3.02, 17.08, 1.193, 0.449, 1.148, 0.206, 0.026, 0.195, 21.755, 72.584, 24.825, 7.794, 128.058, 0.042, 0.645, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0204, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 332.82, 47.22, 380.04, 8.12, 1.54, 9.65, 1.398, 0.349, 1.268, 0.239, 0.027, 0.212, 24.977, 33.304, 26.012, 5.348, 124.801, 4.606, 3.026, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0205, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 632.46, 32.47, 664.93, 10.18, 0.88, 11.06, 0.959, 0.332, 0.929, 0.086, 0.027, 0.083, 16.485, 27.751, 17.036, 13.678, 322.456, 14.791, 0.627, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0206, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 476.97, 43.21, 520.19, 12.57, 0.82, 13.39, 1.791, 0.32, 1.669, 0.112, 0.033, 0.105, 26.987, 19.434, 26.359, 6.201, 113.762, 0.658, 1.856, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0300, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 356.71, 68.96, 425.68, 7.87, 3.66, 11.54, 1.291, 0.435, 1.153, 0.146, 0.036, 0.128, 22.604, 54.385, 27.753, 6.829, 543.559, 7.226, 33.346, 18.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0301, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 622.13, 44.88, 667.01, 14.41, 1.21, 15.62, 1.51, 0.353, 1.432, 0.227, 0.023, 0.213, 23.715, 27.7, 23.983, 16.281, 298.633, 6.792, 3.74, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0302, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 539.46, 38.97, 578.43, 10.39, 1.38, 11.77, 0.94, 0.359, 0.901, 0.041, 0.025, 0.04, 19.725, 36.271, 20.839, 11.813, 171.026, 0.034, 0.255, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0303, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 540.85, 39.11, 579.95, 11.44, 1.67, 13.12, 1.23, 0.38, 1.172, 0.257, 0.026, 0.241, 21.668, 43.798, 23.16, 7.943, 382.75, 78.334, 54.616, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0304, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 685.33, 30.21, 715.54, 15.95, 0.89, 16.84, 1.199, 0.343, 1.163, 0.301, 0.032, 0.29, 23.835, 30.092, 24.099, 63.872, 165.028, 53.449, 68.968, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0305, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 549.01, 84.46, 633.47, 11.58, 4.93, 16.5, 1.213, 0.419, 1.107, 0.06, 0.031, 0.056, 21.596, 59.717, 26.679, 228.396, 186.706, 0.025, 2.243, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0306, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 467.78, 65.39, 533.17, 9.4, 2.59, 11.99, 1.286, 0.382, 1.175, 0.036, 0.028, 0.035, 20.578, 40.575, 23.031, 10.646, 317.19, 0.05, 1.923, 17.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0207, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 487.41, 47.07, 534.48, 10.81, 1.51, 12.31, 1.634, 0.341, 1.52, 0.284, 0.029, 0.261, 22.7, 32.846, 23.594, 16.546, 144.138, 0.244, 2.451, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0208, 5/2/18 12:29 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 492.43, 52.77, 545.2, 13.0, 1.78, 14.78, 1.55, 0.366, 1.435, 0.208, 0.028, 0.19, 27.039, 34.537, 27.765, 6.667, 121.631, 22.318, 4.208, 17.0, 2.0 
